Date	year	month	Station	Latitude	Longitude	WB_ID	WB_name	WATER_DISTRICT_NAME	WATER_TYPE_AREA	MS_CD	biovol	sali	Time	POSITION	station_depth	SAMPLE_ID	MNDEP	MXDEP	DEPH	BIOV_comment	B	type_code	STATUS	new_index	index_column
2015-07-12	2015	7	U13	60.17682	18.48382	SE601070-182870	Hargsviken	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	WA29097594	0.2173925813			60.18_18.48	17.0	a1d47020abbab97a71d15e7924900a6f	0.0	10.0			0.2173925813	16	HIGH	107735_SE601070-182870	107735
2015-08-10	2015	8	U13	60.17682	18.48382	SE601070-182870	Hargsviken	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	WA29097594	0.3533154022			60.18_18.48	17.0	5c1223770c4008221d8683fce9ab9f5b	0.0	10.0			0.3533154022	16	GOOD	107691_SE601070-182870	107691
2016-07-16	2016	7	U13	60.17682	18.48382	SE601070-182870	Hargsviken	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	WA29097594	0.16189924209999998	4.929		60.18_18.48	17.0	555945e3f781c36a50c67fec5f9fea9e	0.0	10.0			0.16189924209999998	16	HIGH	107415_SE601070-182870	107415
2016-08-13	2016	8	U13	60.17682	18.48382	SE601070-182870	Hargsviken	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	WA29097594	0.3803133592	5.049		60.18_18.48	17.0	a8714cb70eb0a0a7b20c2724737f094d	0.0	10.0			0.3803133592	16	GOOD	107367_SE601070-182870	107367
2017-07-15	2017	7	U13	60.17682	18.48382	SE601070-182870	Hargsviken	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	WA29097594	0.223655748			60.18_18.48	17.5	a110b138cc31df9a6990da6bb299d195	0.0	10.0			0.223655748	16	HIGH	107065_SE601070-182870	107065
2017-08-12	2017	8	U13	60.17682	18.48382	SE601070-182870	Hargsviken	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	WA29097594	0.35105136010000004			60.18_18.48	17.5	461a90d01039cd68ce51ae2d1f35f104	0.0	10.0			0.35105136010000004	16	GOOD	107024_SE601070-182870	107024
2010-07-21	2010	7	U6B / KALLRIGAFJÄRDEN	60.35582	18.27478	SE602120-181610	Kallriga Fjärden	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	WA53130995	0.4221267436			60.36_18.27	9.277777777777779	dceaa013443e6ff1f6c1ddd5220940de	0.0	10.0		Expert judgement. This is not true surface sample	0.4221267436	16	GOOD	106019_SE602120-181610	106019
2010-08-20	2010	8	U6B / KALLRIGAFJÄRDEN	60.35582	18.27478	SE602120-181610	Kallriga Fjärden	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	WA53130995	0.06531908085299999			60.36_18.27	9.277777777777779	f2cb8750786baaef2e6cb9bde3e23f38	0.0	10.0		Expert judgement. This is not true surface sample	0.06531908085299999	16	HIGH	105900_SE602120-181610	105900
2011-07-20	2011	7	U6B / KALLRIGAFJÄRDEN	60.35582	18.27478	SE602120-181610	Kallriga Fjärden	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	WA53130995	0.15810081729999997			60.36_18.27	9.0	45a5e71267772a01e06c90a7af53603b	0.0	8.0		Expert judgement. This is not true surface sample	0.15810081729999997	16	HIGH	105627_SE602120-181610	105627
2011-08-19	2011	8	U6B / KALLRIGAFJÄRDEN	60.35582	18.27478	SE602120-181610	Kallriga Fjärden	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	WA53130995	0.13994677310000003			60.36_18.27	9.0	a56097ea25eb4a45b545985ff42a210c	0.0	8.0		Expert judgement. This is not true surface sample	0.13994677310000003	16	HIGH	105535_SE602120-181610	105535
2012-08-13	2012	8	U6B / KALLRIGAFJÄRDEN	60.35582	18.27478	SE602120-181610	Kallriga Fjärden	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	WA53130995	0.3348096928			60.36_18.27	9.5	5b3369913a507306ecdd15a91ef9ca72	0.0	8.0		Expert judgement. This is not true surface sample	0.3348096928	16	GOOD	105191_SE602120-181610	105191
2013-08-12	2013	8	U6B / KALLRIGAFJÄRDEN	60.35582	18.27478	SE602120-181610	Kallriga Fjärden	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	WA53130995	0.2907648933			60.36_18.27	9.0	d30d502597c8dc49e64c18733f6a7b74	0.0	9.0		Expert judgement. This is not true surface sample	0.2907648933	16	HIGH	108248_SE602120-181610	108248
2014-08-11	2014	8	U6B / KALLRIGAFJÄRDEN	60.35582	18.27478	SE602120-181610	Kallriga Fjärden	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	WA53130995	0.2079753868	5.08		60.36_18.27	9.0	20f73a31bffc859eab95a2c16c94072d	0.0	8.0		Expert judgement. This is not true surface sample	0.2079753868	16	HIGH	107961_SE602120-181610	107961
2015-08-10	2015	8	U6B / KALLRIGAFJÄRDEN	60.35582	18.27478	SE602120-181610	Kallriga Fjärden	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	WA53130995	0.20600440720000002	4.724		60.36_18.27	9.0	2f62b61027dd7d32299308016b6ef1cf	0.0	8.0		Expert judgement. This is not true surface sample	0.20600440720000002	16	HIGH	107692_SE602120-181610	107692
2016-08-13	2016	8	U6B / KALLRIGAFJÄRDEN	60.35582	18.27478	SE602120-181610	Kallriga Fjärden	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	WA53130995	0.0955874852	4.9985		60.36_18.27	9.0	a0ac0914ce0d494df50accdcd927a88e	0.0	9.0		Expert judgement. This is not true surface sample	0.0955874852	16	HIGH	107368_SE602120-181610	107368
2017-07-15	2017	7	U6B / KALLRIGAFJÄRDEN	60.35582	18.27479	SE602120-181610	Kallriga Fjärden	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	WA53130995	0.5050806598			60.36_18.27	10.0	56de148b2bf37aba4fcd5bd90badbe47	0.0	9.0		Expert judgement. This is not true surface sample	0.5050806598	16	MODERATE	107066_SE602120-181610	107066
2017-08-12	2017	8	U6B / KALLRIGAFJÄRDEN	60.35582	18.27479	SE602120-181610	Kallriga Fjärden	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	WA53130995	0.2691012978			60.36_18.27	10.0	745b275e30614aa9d3cd51c17e4cef6a	0.0	9.0		Expert judgement. This is not true surface sample	0.2691012978	16	HIGH	107025_SE602120-181610	107025
2014-06-17	2014	6	SLÄTBAKEN FARMORS UDDE	58.44863	16.56369	SE582705-163350	Inre Slätbaken	Södra Östersjöns vattendistrikt	13 - Östergötlands inre kustvatten	WA95526638	0.1979815062			58.45_16.56	39.0	1e4bfb29d1248e39720d89afdff9505e	0.0	10.0			0.1979815062	13		108016_SE582705-163350	108016
2014-07-15	2014	7	SLÄTBAKEN FARMORS UDDE	58.44863	16.56369	SE582705-163350	Inre Slätbaken	Södra Östersjöns vattendistrikt	13 - Östergötlands inre kustvatten	WA95526638	1.7653617358999998			58.45_16.56	39.0	50282c3dea39b99cf813f00fcd96efbb	0.0	10.0			1.7653617358999998	13		107991_SE582705-163350	107991
2014-08-13	2014	8	SLÄTBAKEN FARMORS UDDE	58.44863	16.56369	SE582705-163350	Inre Slätbaken	Södra Östersjöns vattendistrikt	13 - Östergötlands inre kustvatten	WA95526638	1.35071369			58.45_16.56	41.0	e11037147fd988637d1157a7c63a79c9	0.0	10.0			1.35071369	13		107953_SE582705-163350	107953
2012-06-19	2012	6	SÖ06 / SLÄTBAKEN	58.44867	16.56367	SE582705-163350	Inre Slätbaken	Södra Östersjöns vattendistrikt	13 - Östergötlands inre kustvatten	WA95526638	2.640671393	4.273333333333333		58.45_16.56	40.0	630af08ecc9bbcc85b5dd98fddc68215	0.0	10.0			2.640671393	13	POOR	105264_SE582705-163350	105264
2012-07-24	2012	7	SÖ06 / SLÄTBAKEN	58.44867	16.56367	SE582705-163350	Inre Slätbaken	Södra Östersjöns vattendistrikt	13 - Östergötlands inre kustvatten	WA95526638	2.8817852375000004	4.31		58.45_16.56	40.0	c072d97ab0bbb37bfb5bf536827c9260	0.0	10.0			2.8817852375000004	13	POOR	105213_SE582705-163350	105213
2012-08-21	2012	8	SÖ06 / SLÄTBAKEN	58.44867	16.56367	SE582705-163350	Inre Slätbaken	Södra Östersjöns vattendistrikt	13 - Östergötlands inre kustvatten	WA95526638	0.68490654454	4.43		58.45_16.56	40.0	ca10d2259781fc56864260c88e6c3636	0.0	10.0			0.68490654454	13	MODERATE	105178_SE582705-163350	105178
2013-06-18	2013	6	SÖ06 / SLÄTBAKEN	58.44867	16.56367	SE582705-163350	Inre Slätbaken	Södra Östersjöns vattendistrikt	13 - Östergötlands inre kustvatten	WA95526638	1.2487574624999997	2.6		58.45_16.56	40.0	6cd3666bea00219c13fe469e11e15031	0.0	10.0			1.2487574624999997	13	MODERATE	108327_SE582705-163350	108327
2013-07-11	2013	7	SÖ06 / SLÄTBAKEN	58.44867	16.56367	SE582705-163350	Inre Slätbaken	Södra Östersjöns vattendistrikt	13 - Östergötlands inre kustvatten	WA95526638	1.9920928987000002	3.1		58.45_16.56	40.0	324085d29dc19439307164bbe777c51f	0.0	10.0			1.9920928987000002	13	MODERATE	108291_SE582705-163350	108291
2013-08-13	2013	8	SÖ06 / SLÄTBAKEN	58.44867	16.56367	SE582705-163350	Inre Slätbaken	Södra Östersjöns vattendistrikt	13 - Östergötlands inre kustvatten	WA95526638	0.7638094611999999	3.7		58.45_16.56	40.0	e61adf48e5525db6fd08e382593031b9	0.0	10.0			0.7638094611999999	13	MODERATE	108239_SE582705-163350	108239
2012-06-19	2012	6	SÖ14 / HAFJÄRDEN	58.36533	16.95017	SE582050-165820	Kärrfjärden	Södra Östersjöns vattendistrikt	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	WA17489705	0.45804407738	6.599999999999999		58.37_16.95	20.166666666666668	6d6ff045c733b231fd50f77391cb9933	0.0	10.0			0.45804407738	12-s	MODERATE	105266_SE582050-165820	105266
2012-07-24	2012	7	SÖ14 / HAFJÄRDEN	58.36533	16.95017	SE582050-165820	Kärrfjärden	Södra Östersjöns vattendistrikt	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	WA17489705	0.3334257552899999	6.486666666666667		58.37_16.95	20.166666666666668	859278c01efdc822070c5991f1330d58	0.0	10.0			0.3334257552899999	12-s	MODERATE	105215_SE582050-165820	105215
2012-08-21	2012	8	SÖ14 / HAFJÄRDEN	58.36533	16.95017	SE582050-165820	Kärrfjärden	Södra Östersjöns vattendistrikt	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	WA17489705	0.4128804824	6.376666666666668		58.37_16.95	20.166666666666668	db883fb9791c0ce0e6c224795a3583e5	0.0	10.0			0.4128804824	12-s	MODERATE	105180_SE582050-165820	105180
2013-06-18	2013	6	SÖ14 / HAFJÄRDEN	58.36533	16.95017	SE582050-165820	Kärrfjärden	Södra Östersjöns vattendistrikt	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	WA17489705	0.32433753861	5.9		58.37_16.95	20.0	803cdc02ba3b5a2a66f53a796fae4206	0.0	10.0			0.32433753861	12-s	MODERATE	108328_SE582050-165820	108328
2013-07-10	2013	7	SÖ14 / HAFJÄRDEN	58.36533	16.95017	SE582050-165820	Kärrfjärden	Södra Östersjöns vattendistrikt	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	WA17489705	0.65283986594	6.2		58.37_16.95	20.0	cb9ce4d18d305c6aa400efefb7268926	0.0	10.0			0.65283986594	12-s	POOR	108295_SE582050-165820	108295
2013-08-13	2013	8	SÖ14 / HAFJÄRDEN	58.36533	16.95017	SE582050-165820	Kärrfjärden	Södra Östersjöns vattendistrikt	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	WA17489705	0.2960924771999999	6.0		58.37_16.95	20.0	1a72556f9d02dc712fa9ec0508941f21	0.0	10.0			0.2960924771999999	12-s	MODERATE	108241_SE582050-165820	108241
2014-06-14	2014	6	SÖ14 / HAFJÄRDEN	58.36541	16.95011	SE582050-165820	Kärrfjärden	Södra Östersjöns vattendistrikt	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	WA17489705	0.4843602310000001			58.37_16.95	21.0	3b309e64a6efaf8112124195a594ee76	0.0	10.0			0.4843602310000001	12-s		108020_SE582050-165820	108020
2014-07-16	2014	7	SÖ14 / HAFJÄRDEN	58.36541	16.95011	SE582050-165820	Kärrfjärden	Södra Östersjöns vattendistrikt	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	WA17489705	0.6944811282	5.9		58.37_16.95	20.0	e354055b497b39c76f8effabf8d591ee	0.0	10.0			0.6944811282	12-s	POOR	107989_SE582050-165820	107989
2014-08-13	2014	8	SÖ14 / HAFJÄRDEN	58.36541	16.95011	SE582050-165820	Kärrfjärden	Södra Östersjöns vattendistrikt	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	WA17489705	0.17453761	6.0		58.37_16.95	20.0	e5d9c5f54b811b5a1d156618ddb8541a	0.0	10.0			0.17453761	12-s	HIGH	107954_SE582050-165820	107954
2014-06-18	2014	6	GB16 / BRÅVIK LÖNÖ	58.59636	16.84155	SE583730-164501	Yttre Bråviken	Södra Östersjöns vattendistrikt	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	WA36055104	0.5416011855	5.1		58.60_16.84	28.0	d20fe8910c2e900826c302ed92db9ce3	0.0	10.0			0.5416011855	12-n	MODERATE	108014_SE583730-164501	108014
2014-07-16	2014	7	GB16 / BRÅVIK LÖNÖ	58.59636	16.84155	SE583730-164501	Yttre Bråviken	Södra Östersjöns vattendistrikt	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	WA36055104	1.216172374	5.7		58.60_16.84	28.0	94861395e66a7cafd30d9f7261fbc486	0.0	10.0			1.216172374	12-n	POOR	107988_SE583730-164501	107988
2014-08-12	2014	8	GB16 / BRÅVIK LÖNÖ	58.59636	16.84155	SE583730-164501	Yttre Bråviken	Södra Östersjöns vattendistrikt	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	WA36055104	0.4281289145999999	5.1		58.60_16.84	28.0	5cec1365506f629c624791a0a73275ab	0.0	10.0			0.4281289145999999	12-n	MODERATE	107956_SE583730-164501	107956
2012-06-18	2012	6	GB16W2	58.61156	16.76903	SE583730-164501	Yttre Bråviken	Södra Östersjöns vattendistrikt	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	WA36055104	0.798377212	5.803333333333334		58.61_16.77	28.0	88f9581953b7f5ddffecc773b14c0263	0.0	10.0			0.798377212	12-n	POOR	105267_SE583730-164501	105267
2012-07-23	2012	7	GB16W2	58.61156	16.76903	SE583730-164501	Yttre Bråviken	Södra Östersjöns vattendistrikt	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	WA36055104	0.36659169929999996	5.366666666666666		58.61_16.77	28.0	93184b7dead538aad44eead475c2ab22	0.0	10.0			0.36659169929999996	12-n	MODERATE	105216_SE583730-164501	105216
2012-08-20	2012	8	GB16W2	58.61156	16.76903	SE583730-164501	Yttre Bråviken	Södra Östersjöns vattendistrikt	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	WA36055104	0.4374710736	5.206666666666666		58.61_16.77	28.0	0aafefec9cfba44e4a9b32c5fcb95632	0.0	10.0			0.4374710736	12-n	MODERATE	105181_SE583730-164501	105181
2013-06-17	2013	6	GB16W2	58.61156	16.76903	SE583730-164501	Yttre Bråviken	Södra Östersjöns vattendistrikt	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	WA36055104	0.40163306247999997			58.61_16.77	28.0	11512082105197124176f9e1cff7de7c	0.0	10.0			0.40163306247999997	12-n		108331_SE583730-164501	108331
2013-07-09	2013	7	GB16W2	58.61156	16.76903	SE583730-164501	Yttre Bråviken	Södra Östersjöns vattendistrikt	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	WA36055104	0.47859396			58.61_16.77	28.0	fd59d2587d9cedecc1475f4d9b0b5450	0.0	10.0			0.47859396	12-n		108296_SE583730-164501	108296
2013-08-12	2013	8	GB16W2	58.61156	16.76903	SE583730-164501	Yttre Bråviken	Södra Östersjöns vattendistrikt	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	WA36055104	0.8188545519			58.61_16.77	28.0	2601e2d007bbbb80534b8f0e5e9cf8d8	0.0	10.0			0.8188545519	12-n		108244_SE583730-164501	108244
2015-07-10	2015	7	SNO15	62.83183	18.07633	SE625000-180075	Norafjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA44161686	0.4081726344			62.83_18.08	14.0	6926204366eee783d0e5abb82bafa9a4	0.0	10.0			0.4081726344	18	GOOD	107736_SE625000-180075	107736
2015-07-10	2015	7	SNO16	62.82367	18.03633	SE625000-180075	Norafjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA44161686	0.33484584120000005			62.82_18.04	15.0	a6578e628a002f04e6e0b3c9e9178cf7	0.0	10.0			0.33484584120000005	18	GOOD	107737_SE625000-180075	107737
2015-07-29	2015	7	SNO17	62.81867	18.02700	SE625000-180075	Norafjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA44161686	0.2542603632			62.82_18.03	21.0	ecb9542d7fe2c099d723d28b6198515b	0.0	10.0			0.2542603632	18	HIGH	107719_SE625000-180075	107719
2015-07-29	2015	7	SNO18	62.84067	18.02350	SE625000-180075	Norafjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA44161686	0.22982308800000004			62.84_18.02	19.0	d59aa7fc6fb2805c85f758957884d2fe	0.0	10.0			0.22982308800000004	18	HIGH	107720_SE625000-180075	107720
2015-08-11	2015	8	SNO19	62.83200	18.05433	SE625000-180075	Norafjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA44161686	0.144188919			62.83_18.05	52.0	455ff8ddb9e00d7a0834e94b161cea5c	0.0	10.0			0.144188919	18	HIGH	107683_SE625000-180075	107683
2015-08-11	2015	8	SNO20	62.83517	18.00033	SE625000-180075	Norafjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA44161686	0.194878039			62.84_18.00	18.0	e6a7270278eed603568fd576a9e5e791	0.0	10.0			0.194878039	18	HIGH	107684_SE625000-180075	107684
2016-07-05	2016	7	SNO25	62.81400	18.12167	SE625000-180075	Norafjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA44161686	0.5351967280000001		10:00	62.81_18.12	30.0	073574cf02bcca98fe9abeced99ae45c	0.0	10.0			0.5351967280000001	18	MODERATE	107426_SE625000-180075	107426
2016-07-05	2016	7	SNO26	62.83117	18.05050	SE625000-180075	Norafjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA44161686	1.0120420170000002		11:00	62.83_18.05	75.0	8c04507b77d9a199ee0872b1384e5c2c	0.0	10.0			1.0120420170000002	18	POOR	107427_SE625000-180075	107427
2016-07-26	2016	7	SNO27	62.83650	18.07633	SE625000-180075	Norafjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA44161686	0.41263646379999996		13:50	62.84_18.08	44.0	34a93d168d6908144c254b4a78506a2b	0.0	10.0			0.41263646379999996	18	GOOD	107400_SE625000-180075	107400
2016-07-26	2016	7	SNO28	62.83650	18.00350	SE625000-180075	Norafjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA44161686	0.353468234		14:50	62.84_18.00	31.0	25b1d59e438194bbbbb9f298f0223719	0.0	10.0			0.353468234	18	GOOD	107401_SE625000-180075	107401
2016-08-23	2016	8	SNO29	62.81617	18.08867	SE625000-180075	Norafjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA44161686	0.786099343		10:30	62.82_18.09	23.0	147ce0f88842c5bf9c68c9b1cee49b1c	0.0	10.0			0.786099343	18	MODERATE	107345_SE625000-180075	107345
2016-08-23	2016	8	SNO30	62.85067	18.03383	SE625000-180075	Norafjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA44161686	0.46880351099999995		11:30	62.85_18.03	14.0	c0bd544322c40811d456ed8d93bec3da	0.0	10.0			0.46880351099999995	18	MODERATE	107346_SE625000-180075	107346
2016-08-23	2016	8	SSO10	62.87000	18.32533	SE628750-183300	Sörleviken	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA17591422	4.5983284609999995		14:50	62.87_18.33	6.0	9275cbd0f7c1d211302d680bfc98351e	0.0	5.0		Expert judgement. This is not true surface sample	4.5983284609999995	18	BAD	107347_SE628750-183300	107347
2015-07-09	2015	7	SSO3	62.87117	18.32900	SE628750-183300	Sörleviken	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA17591422	1.7162747539999998			62.87_18.33	7.0	d7cf2656da2b8f2fb78e075e64a50a28	0.0	5.0		Expert judgement. This is not true surface sample	1.7162747539999998	18	POOR	107743_SE628750-183300	107743
2015-07-29	2015	7	SSO4	62.87283	18.33067	SE628750-183300	Sörleviken	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA17591422	1.2837898810000001			62.87_18.33	6.0	4e16801a9e93bb66581a129f544b65de	0.0	5.0		Expert judgement. This is not true surface sample	1.2837898810000001	18	POOR	107721_SE628750-183300	107721
2015-08-11	2015	8	SSO5	62.87017	18.32600	SE628750-183300	Sörleviken	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA17591422	3.8199307149000004			62.87_18.33	7.0	5e968ca4e319c7418ff9c280a7129219	0.0	5.0		Expert judgement. This is not true surface sample	3.8199307149000004	18	BAD	107685_SE628750-183300	107685
2016-07-05	2016	7	SSO8	62.87167	18.32867	SE628750-183300	Sörleviken	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA17591422	1.3674954710000005		13:25	62.87_18.33	6.0	701bbdb67e248cd5f50adf20b9fe1de3	0.0	5.0		Expert judgement. This is not true surface sample	1.3674954710000005	18	POOR	107428_SE628750-183300	107428
2016-07-26	2016	7	SSO9	62.87683	18.33283	SE628750-183300	Sörleviken	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA17591422	5.113500336		10:30	62.88_18.33	6.0	f7cdbd6e37e37a359e46ef383abf07ae	0.0	5.0		Expert judgement. This is not true surface sample	5.113500336	18	BAD	107402_SE628750-183300	107402
2015-07-08	2015	7	SBA15	63.22233	18.75983	SE631346-184241	Bäckfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA16515928	0.630420634			63.22_18.76	10.0	91129c8f3ddcc10d36fce2497d4766db	0.0	9.0		Expert judgement. This is not true surface sample	0.630420634	18	MODERATE	107745_SE631346-184241	107745
2015-07-08	2015	7	SBA16	63.23100	18.71267	SE631346-184241	Bäckfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA16515928	1.0215751415			63.23_18.71	31.0	fb8520837c93bc16b91e9fba2352bb59	0.0	10.0			1.0215751415	18	POOR	107746_SE631346-184241	107746
2015-07-28	2015	7	SBA17	63.23400	18.74050	SE631346-184241	Bäckfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA16515928	1.43545482			63.23_18.74	12.0	841f61714b377a17d63c17e75bdeda90	0.0	10.0			1.43545482	18	POOR	107722_SE631346-184241	107722
2015-07-28	2015	7	SBA18	63.21183	18.70900	SE631346-184241	Bäckfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA16515928	0.646770516			63.21_18.71	13.0	e41e90a14566ffc9dc3407f815d1ed89	0.0	10.0			0.646770516	18	MODERATE	107723_SE631346-184241	107723
2015-08-10	2015	8	SBA19	63.22850	18.75583	SE631346-184241	Bäckfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA16515928	0.51985597			63.23_18.76	10.0	dec9d54e86aed58038eca82842bb2b4d	0.0	10.0		Expert judgement. This is not true surface sample	0.51985597	18	MODERATE	107686_SE631346-184241	107686
2015-08-10	2015	8	SBA20	63.22617	18.70817	SE631346-184241	Bäckfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA16515928	0.7937027900000001			63.23_18.71	37.0	f8947f7750c8b388dcbfce9d3283194c	0.0	10.0			0.7937027900000001	18	MODERATE	107687_SE631346-184241	107687
2016-07-04	2016	7	SBA25	63.23700	18.68450	SE631346-184241	Bäckfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA16515928	0.5740135330000001		16:30	63.24_18.68	43.0	95412adf5245da37bde78eb4b4c5205e	0.0	10.0			0.5740135330000001	18	MODERATE	107439_SE631346-184241	107439
2016-07-04	2016	7	SBA26	63.21883	18.70367	SE631346-184241	Bäckfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA16515928	0.984313408		17:25	63.22_18.70	34.0	16cf8d16af5c9d3f3f334be4f513cf8b	0.0	10.0			0.984313408	18	POOR	107440_SE631346-184241	107440
2016-07-25	2016	7	SBA27	63.22217	18.75500	SE631346-184241	Bäckfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA16515928	0.20292681399999998		16:50	63.22_18.75	7.0	88220b5eebfc4a42f153f9ad13549958	0.0	5.0		Expert judgement. This is not true surface sample	0.20292681399999998	18	HIGH	107404_SE631346-184241	107404
2016-07-25	2016	7	SBA28	63.22833	18.70300	SE631346-184241	Bäckfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA16515928	0.5343517130000001		17:40	63.23_18.70	36.0	ade2de05f4daacb6ef77297e78244c39	0.0	10.0			0.5343517130000001	18	MODERATE	107405_SE631346-184241	107405
2016-08-22	2016	8	SBA29	63.23450	18.73267	SE631346-184241	Bäckfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA16515928	0.233456521		17:25	63.23_18.73	12.0	950128a30880152c71e7c203c7379d05	0.0	10.0			0.233456521	18	HIGH	107348_SE631346-184241	107348
2016-08-22	2016	8	SBA30	63.23300	18.68117	SE631346-184241	Bäckfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA16515928	0.595669871		18:25	63.23_18.68	40.0	1c656f7969c8a333980c7eb86bdd8fb4	0.0	10.0			0.595669871	18	MODERATE	107349_SE631346-184241	107349
2007-08-29	2007	8	Y-BÄ 1	63.22582	18.70178	SE631346-184241	Bäckfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	WA16515928	0.10988	4.46		63.23_18.70	41.0	2fda9a3643e9c550ef0ae9db28299464	0.0	10.0			0.10988	18	HIGH	106861_SE631346-184241	106861
